,N96 [kWh],14 Hangar I [kWh],20 Hangar II [kWh],15 Hangar 3 [kWh],N23 [kWh],N2 [kWh],614 CUTTERMAN'S CLUB/AUTO HOBBY [kWh],N73 [kWh],R2 [kWh],T1 [kWh],576 ESU [kWh],MWD [kWh]
2020-01-03 20:00:00,4.897627558441309,161.51185931868346,101.28246119334435,120.47065703217972,15.249046569301742,29.052323708637765,14.958090952568389,6.696263470333333,10.045671511229353,87.4789141999605,22.158838449868473,13.304034166240173
2020-01-03 21:00:00,5.174267684457029,161.84925053302575,101.15142517883959,120.8395102752073,14.900272871872179,29.332587320411385,15.383217561198123,6.0815056016538005,10.395381009475129,80.32338523042611,21.50015799396062,11.2281763495001
2020-01-03 22:00:00,4.844367469264922,161.49223722162446,104.69223514252145,120.50227890586963,14.898373381488025,28.934768224116596,15.08754741109815,5.561680402052536,10.045642606760017,78.72538921743016,20.539336142037087,9.023410728173419
2020-01-03 23:00:00,5.051748209064031,161.47231809833258,100.91632269178568,120.48641673860308,14.897825693080971,28.881049653628438,15.117802168075388,5.504462382386605,10.04562815452535,78.10932874690583,19.988236933580964,8.572373067212274
2020-01-04 00:00:00,4.6101654830084975,164.11165624339694,97.00139386597579,122.10127872806682,14.941092432281543,28.879803402333557,15.354361041265912,5.105997546939726,10.32257878298001,78.61837235653194,18.023579752499884,7.028704812680367
2020-01-04 01:00:00,4.260455667391937,163.67722376773585,92.80123135830976,121.65947986127577,15.290562615009263,28.500645777009268,15.698278721528423,5.45452648370372,9.972868961052026,78.26866254831805,17.695356662964272,6.751784858471265
2020-01-04 02:00:00,4.260455667391937,114.2340033140776,63.82353127285677,96.75594940401672,14.942428400407582,28.48430886653264,15.535772585803665,5.105997546939726,9.972868961052026,78.26866254831805,17.74507797938457,6.863098181242837
2020-01-04 03:00:00,4.610165804883426,114.79344017551728,71.47293890115665,97.37344596866146,14.940741996198291,28.823399570192677,16.034560896681914,5.105997546939726,10.322579103320141,78.61837267841331,17.819967737362994,7.03337228026261
2020-01-04 04:00:00,4.260455667391937,114.89049965442697,76.85122909214336,97.41530997968798,14.938600357408207,28.45052106495254,15.975620462946537,5.105997546939726,9.972868961052026,78.26866254831805,17.97594914052052,7.372277742623582
2020-01-04 05:00:00,4.260455667391937,115.59542266186108,71.90414338612298,97.99338538027668,14.939144776801996,28.44056897480705,16.39835376098202,5.105997546939726,9.972868961052026,78.2688580298079,19.04342306547424,9.082071219464714
2020-01-04 06:00:00,4.5695481401119356,116.0194551955243,69.38302914368016,98.33941163490672,15.34997201243774,29.714855255760053,16.75583233703424,5.76362544316941,10.04562815452535,78.81081503043418,20.755699067445615,11.920928304520427
2020-01-04 07:00:00,4.919258599197516,116.75130362523421,78.61937993653817,99.01859266062615,15.494026470353766,34.55754511787503,17.412281021739343,5.4150900196597265,11.261056733898421,87.81620970347585,26.377361487025397,16.43328300779626
2020-01-04 08:00:00,4.5695481401119356,167.84801003904843,116.86705838548473,124.79433593249037,15.82869427524783,114.10841684579684,27.991876166206414,5.4150900196597265,11.344205325403628,89.20973875893637,29.77410724510616,19.844749026237267
2020-01-04 09:00:00,4.5695481401119356,168.02330488490134,116.65851779766484,125.00592423096118,15.906200637529958,115.80866657941513,28.104782451128557,5.4150900196597265,11.344205325403628,89.20973875893637,29.70009009341297,20.206867850357114
2020-01-04 10:00:00,4.007251624510916,168.46504228391072,106.08759998077176,125.53878320152076,15.884826321080846,116.19268729781491,27.618090876545324,4.503082723659726,11.559291664985391,88.64744223310564,28.488511345726952,18.59177936173811
2020-01-04 11:00:00,3.6575408441119377,167.44553334238458,91.16762954114074,124.69581584985559,16.236095996028876,116.47594636071913,27.138476476466042,4.851614931915165,11.209580879818475,88.29773146293637,27.98922559291691,17.456670708765134
2020-01-04 12:00:00,3.6575408441119377,164.83595360637472,80.96519310583814,122.60759604284527,15.735376829747512,37.36403145994311,15.002838329029203,4.503082723659726,10.993151351338762,88.29773146293637,26.158057546750342,15.610609624937098
2020-01-04 13:00:00,4.007251945543972,166.00328671098868,79.13775656836106,122.340415759915,15.897321881954255,118.0130406024918,26.568753758716817,4.503082723659726,10.260714816729337,88.64744255414773,18.970879314771256,10.239192183742102
2020-01-04 14:00:00,3.6575408441119377,165.58243813850123,79.19625860879097,121.61382077874185,15.900201480038072,118.30949272424556,26.122974327111162,4.503082723659726,9.911003708940198,86.533875855763,18.742842370088077,9.825767743853024
2020-01-04 15:00:00,3.6575408441119377,165.84627596319635,80.22321610616487,122.39300427824863,16.235420022923652,118.40330706711818,26.541758452136943,4.851611718981382,9.911003708940198,77.7247812122223,18.534268558683856,8.728726628615735
